id,feature,abs_z
JVASP-58325,MagpieData mean Electronegativity,1.8576597185668988
JVASP-58325,MagpieData maximum AtomicWeight,1.7762855055045563
JVASP-58325,minimum local difference in Electronegativity,1.7713731817460616
JVASP-58325,avg_dev local difference in SpaceGroupNumber,1.6964617436390932
JVASP-58325,MagpieData range NdValence,1.6725222956445078
JVASP-58325,0-norm,1.5555187301857107
JVASP-85955,0-norm,2.943450943911764
JVASP-85955,MagpieData mean Electronegativity,2.465073695470854
JVASP-85955,avg_dev local difference in MeltingT,2.4513160080310996
JVASP-85955,MagpieData maximum MeltingT,2.2798170458858977
JVASP-85955,MagpieData minimum Column,2.154728650659503
JVASP-85955,range local difference in NfValence,1.9032495558555609
JVASP-85955,MagpieData mean Column,1.7220933842927129
JVASP-85955,avg_dev local difference in AtomicWeight,1.713202401615265
JVASP-85955,MagpieData maximum NValence,1.658542914327476
JVASP-85955,avg_dev CN_VoronoiNN,1.6114164853648718
JVASP-110739,MagpieData mean Electronegativity,3.1420533367801315
JVASP-110739,MagpieData minimum Column,2.963938923314606
JVASP-110739,avg_dev neighbor distance variation,2.201444949453451
JVASP-110739,MagpieData minimum MendeleevNumber,1.9477575640172067
JVASP-110739,MagpieData mean Column,1.9372867568119712
JVASP-110739,MagpieData maximum CovalentRadius,1.6715952276582757
JVASP-110739,avg_dev CN_VoronoiNN,1.6623398054697258
JVASP-110739,MagpieData avg_dev Column,1.6009278457792318
JVASP-110739,MagpieData minimum NpUnfilled,1.5958414081750656
JVASP-110739,0-norm,1.5555187301857107
JVASP-30518,avg_dev local difference in Electronegativity,3.0490700844437506
JVASP-30518,MagpieData mean Electronegativity,2.792306919482733
JVASP-30518,avg_dev local difference in NpValence,2.7375202928534024
JVASP-30518,avg_dev local difference in SpaceGroupNumber,2.3936982138580163
JVASP-30518,avg_dev local difference in CovalentRadius,2.140194478598644
JVASP-30518,avg_dev local difference in MeltingT,1.7684680186800117
JVASP-30518,compound possible,1.491237471689864
JVASP-30518,MagpieData mean Column,1.4531016686436402
JVASP-30518,10-norm,1.4375968032323403
JVASP-30518,MagpieData mode SpaceGroupNumber,1.210926706181677
JVASP-107786,avg_dev local difference in Electronegativity,3.876381365014331
JVASP-107786,avg_dev local difference in NpValence,2.8975682751742453
JVASP-107786,MagpieData mean Electronegativity,2.621760995473084
JVASP-107786,avg_dev local difference in SpaceGroupNumber,2.1718743151715993
JVASP-107786,avg_dev local difference in Column,1.9629137132698213
JVASP-107786,avg_dev local difference in CovalentRadius,1.7202444244521453
JVASP-107786,avg_dev CN_VoronoiNN,1.6977033182230528
JVASP-107786,compound possible,1.491237471689864
JVASP-107786,10-norm,1.4375968032323403
JVASP-107786,mean ordering parameter shell 1,1.2977116172892182
JVASP-16176,avg_dev local difference in Electronegativity,3.933050508250035
JVASP-16176,avg_dev local difference in NpValence,2.5771704781689606
JVASP-16176,avg_dev local difference in SpaceGroupNumber,2.279818618195697
JVASP-16176,avg_dev local difference in Column,2.2650546477238906
JVASP-16176,avg_dev local difference in MendeleevNumber,2.242628443461442
JVASP-16176,MagpieData mean Electronegativity,2.023860359724499
JVASP-16176,avg_dev neighbor distance variation,1.7485076740087189
JVASP-16176,minimum local difference in NsUnfilled,1.52466938978329
JVASP-16176,avg_dev CN_VoronoiNN,1.5104335734290035
JVASP-16176,minimum local difference in Electronegativity,1.4937567250534804
JVASP-2502,MagpieData maximum SpaceGroupNumber,3.109649318865713
JVASP-2502,avg_dev local difference in Electronegativity,3.1079382269192104
JVASP-2502,MagpieData mean Electronegativity,2.7999433041398807
JVASP-2502,MagpieData minimum Column,2.4244654082112036
JVASP-2502,avg_dev local difference in NpUnfilled,2.139025479045191
JVASP-2502,avg_dev local difference in NpValence,2.0381872208791902
JVASP-2502,avg_dev local difference in NdValence,1.9960406027957738
JVASP-2502,MagpieData mean Column,1.8199085536196487
JVASP-2502,avg_dev local difference in CovalentRadius,1.7508817292756675
JVASP-2502,MagpieData maximum MeltingT,1.7330753789402644
JVASP-118261,minimum local difference in Electronegativity,2.987482075646023
JVASP-118261,avg_dev local difference in MendeleevNumber,2.316913509639224
JVASP-118261,minimum local difference in NpValence,2.0286060482454924
JVASP-118261,minimum local difference in CovalentRadius,1.9875073940079593
JVASP-118261,avg_dev local difference in NdValence,1.8796572224699657
JVASP-118261,avg_dev local difference in Column,1.8357734462066477
JVASP-118261,MagpieData maximum MeltingT,1.7330753789402644
JVASP-118261,MagpieData mean MeltingT,1.3586113375823605
JVASP-118261,minimum local difference in SpaceGroupNumber,1.255963996454137
JVASP-118261,MagpieData mean Electronegativity,1.2472117571863666
JVASP-86522,avg_dev local difference in Electronegativity,3.2945120023484415
JVASP-86522,MagpieData mean Electronegativity,2.6296287857259046
JVASP-86522,avg_dev local difference in NpValence,2.308164267808943
JVASP-86522,avg_dev local difference in SpaceGroupNumber,1.7903024012230289
JVASP-86522,avg_dev local difference in MeltingT,1.7578364206896635
JVASP-86522,MagpieData maximum GSvolume_pa,1.6821596653429405
JVASP-86522,avg_dev local difference in NpUnfilled,1.678660294937756
JVASP-86522,MagpieData range NdValence,1.6725222956445078
JVASP-86522,frac d valence electrons,1.526559729201244
JVASP-86522,avg_dev local difference in GSvolume_pa,1.5133656405215907
JVASP-100463,avg_dev local difference in Electronegativity,3.9811033387021393
JVASP-100463,avg_dev local difference in NpValence,2.852009265701677
JVASP-100463,MagpieData mean Electronegativity,2.570851764425428
JVASP-100463,avg_dev local difference in SpaceGroupNumber,2.495453802142297
JVASP-100463,avg_dev local difference in CovalentRadius,2.2785790850255525
JVASP-100463,avg_dev local difference in Column,2.0434971843639804
JVASP-100463,avg_dev local difference in MendeleevNumber,1.8245786319571413
JVASP-100463,10-norm,1.4375968032323403
JVASP-100463,MagpieData maximum AtomicWeight,1.3475394519891477
JVASP-100463,avg_dev CN_VoronoiNN,1.3299344969163338
JVASP-138903,MagpieData minimum Column,2.4244654082112036
JVASP-138903,avg_dev local difference in AtomicWeight,2.3851404530012648
JVASP-138903,avg_dev local difference in NValence,2.288683461008863
JVASP-138903,MagpieData mean Electronegativity,2.229759916406131
JVASP-138903,range local difference in NfValence,1.8255824851346127
JVASP-138903,MagpieData maximum NValence,1.799732211963139
JVASP-138903,MagpieData mean Column,1.7612194520234876
JVASP-138903,MagpieData minimum MendeleevNumber,1.7154669502209154
JVASP-138903,MagpieData minimum NpUnfilled,1.5958414081750656
JVASP-138903,minimum neighbor distance variation,1.5832521408205171
JVASP-116054,MagpieData mode GSbandgap,4.028107798877084
JVASP-116054,avg_dev local difference in MeltingT,2.916616628956156
JVASP-116054,MagpieData avg_dev MeltingT,2.8699761500333456
JVASP-116054,minimum local difference in GSbandgap,2.6924751933601057
JVASP-116054,avg_dev local difference in AtomicWeight,2.1595734175286174
JVASP-116054,range local difference in NfValence,2.008304177892441
JVASP-116054,MagpieData avg_dev Number,2.006689710131924
JVASP-116054,MagpieData maximum MeltingT,1.6494857521609012
JVASP-116054,compound possible,1.491237471689864
JVASP-116054,avg_dev local difference in CovalentRadius,1.459207495886178
JVASP-35605,avg_dev local difference in Electronegativity,4.112307598886714
JVASP-35605,avg_dev local difference in NpValence,3.1789248107148653
JVASP-35605,MagpieData mean Electronegativity,2.652306534101678
JVASP-35605,avg_dev local difference in CovalentRadius,2.269275850555209
JVASP-35605,avg_dev local difference in SpaceGroupNumber,2.1813158709661686
JVASP-35605,compound possible,1.491237471689864
JVASP-35605,MagpieData mean Column,1.4531016686436402
JVASP-35605,10-norm,1.4375968032323403
JVASP-35605,MagpieData range NdUnfilled,1.3293945032481145
JVASP-35605,MagpieData mode SpaceGroupNumber,1.210926706181677
JVASP-110624,MagpieData mean GSmagmom,3.0933090031569024
JVASP-110624,avg_dev local difference in SpaceGroupNumber,2.2775121684682933
JVASP-110624,MagpieData mean Electronegativity,2.0940019669457155
JVASP-110624,avg_dev local difference in NpValence,1.7645309835646041
JVASP-110624,avg_dev CN_VoronoiNN,1.7366025056728633
JVASP-110624,avg_dev local difference in Electronegativity,1.6274758660970379
JVASP-110624,10-norm,1.4954957731287142
JVASP-110624,compound possible,1.491237471689864
JVASP-110624,MagpieData maximum GSvolume_pa,1.3415538529096496
JVASP-110624,avg_dev local difference in MeltingT,1.3014683821905593
JVASP-110097,avg_dev local difference in GSvolume_pa,6.655143988081923
JVASP-110097,MagpieData avg_dev GSvolume_pa,4.300980630763621
JVASP-110097,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-110097,minimum local difference in Electronegativity,2.986949617229493
JVASP-110097,avg_dev local difference in CovalentRadius,2.776284939905164
JVASP-110097,minimum local difference in CovalentRadius,2.376572568642638
JVASP-110097,minimum local difference in NpValence,2.1256339188119298
JVASP-110097,avg_dev local difference in Electronegativity,1.9814681982633207
JVASP-110097,minimum local difference in SpaceGroupNumber,1.8929828650558496
JVASP-110097,avg_dev local difference in MendeleevNumber,1.8460073882664079
JVASP-114455,MagpieData minimum GSbandgap,5.321007991696068
JVASP-114455,MagpieData mean Electronegativity,3.2818840247243597
JVASP-114455,MagpieData maximum CovalentRadius,3.216865969497875
JVASP-114455,MagpieData minimum Column,2.963938923314606
JVASP-114455,mean ordering parameter shell 1,2.223301099179169
JVASP-114455,MagpieData maximum MeltingT,2.1667385785818336
JVASP-114455,MagpieData minimum MendeleevNumber,1.9477575640172067
JVASP-114455,MagpieData mean Column,1.917723722946584
JVASP-114455,MagpieData maximum AtomicWeight,1.9131153200552584
JVASP-114455,MagpieData range NdValence,1.6725222956445078
JVASP-144872,MagpieData mode NsUnfilled,3.02766068919251
JVASP-144872,minimum local difference in MeltingT,2.6330499622416146
JVASP-144872,minimum local difference in NsUnfilled,2.626124906878952
JVASP-144872,MagpieData mode NdUnfilled,2.253588866847556
JVASP-144872,minimum local difference in Electronegativity,2.17157063861629
JVASP-144872,minimum local difference in NpValence,2.069270018746828
JVASP-144872,minimum local difference in SpaceGroupNumber,1.8415992605467877
JVASP-144872,MagpieData avg_dev MeltingT,1.6755838066311377
JVASP-144872,MagpieData mode NsValence,1.6519539708464759
JVASP-144872,MagpieData mean Electronegativity,1.581030857913141
JVASP-121565,MagpieData mean Electronegativity,2.9653983050447636
JVASP-121565,avg_dev local difference in NpValence,2.7742365105975235
JVASP-121565,range local difference in NfValence,2.4620493598908846
JVASP-121565,avg_dev local difference in SpaceGroupNumber,2.3907204817447556
JVASP-121565,avg_dev local difference in Electronegativity,2.3755970887189806
JVASP-121565,avg_dev local difference in AtomicWeight,2.053074194678725
JVASP-121565,avg_dev local difference in NdValence,1.7745456751941584
JVASP-121565,avg_dev local difference in CovalentRadius,1.6379562333826805
JVASP-121565,MagpieData mean Column,1.6365051111316444
JVASP-121565,MagpieData minimum Column,1.6152551355561013
JVASP-13412,MagpieData mean Electronegativity,3.2849694326666428
JVASP-13412,avg_dev local difference in SpaceGroupNumber,2.0553858858851606
JVASP-13412,MagpieData mean Column,1.9799697397909983
JVASP-13412,10-norm,1.966711355327618
JVASP-13412,MagpieData minimum Column,1.8849918931078022
JVASP-13412,avg_dev local difference in Electronegativity,1.7413201237865417
JVASP-13412,avg_dev local difference in NdValence,1.6349983739478313
JVASP-13412,MagpieData maximum MendeleevNumber,1.6025910924994857
JVASP-13412,MagpieData avg_dev Column,1.4503965346496324
JVASP-13412,MagpieData mean MeltingT,1.450312537699822
JVASP-100568,avg_dev local difference in GSvolume_pa,4.247641610810638
JVASP-100568,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-100568,MagpieData avg_dev GSvolume_pa,2.8787113044718873
JVASP-100568,minimum local difference in CovalentRadius,2.6189539275419937
JVASP-100568,minimum local difference in Electronegativity,2.3941889502551597
JVASP-100568,range local difference in NfValence,2.374412710250684
JVASP-100568,avg_dev local difference in Electronegativity,2.2630591938560007
JVASP-100568,avg_dev local difference in NValence,2.2468236559676975
JVASP-100568,minimum local difference in GSvolume_pa,2.201209019189601
JVASP-100568,avg_dev local difference in MendeleevNumber,2.0660810299340118
JVASP-43106,minimum local difference in SpaceGroupNumber,3.455542354397609
JVASP-43106,minimum local difference in Electronegativity,2.9790544912908845
JVASP-43106,minimum local difference in NpValence,2.8848852254861304
JVASP-43106,mean ordering parameter shell 1,2.370771879467111
JVASP-43106,avg_dev local difference in MendeleevNumber,2.3522698563572724
JVASP-43106,MagpieData mean GSmagmom,2.240055178152794
JVASP-43106,10-norm,2.154089026752873
JVASP-43106,avg_dev local difference in Electronegativity,2.150166128015101
JVASP-43106,maximum CN_VoronoiNN,1.959527220234982
JVASP-43106,minimum local difference in CovalentRadius,1.8697984859906376
JVASP-152903,avg_dev local difference in Electronegativity,3.8947131648260087
JVASP-152903,avg_dev local difference in NpValence,2.9392355841650892
JVASP-152903,avg_dev local difference in CovalentRadius,2.6480732255134
JVASP-152903,MagpieData mean Electronegativity,2.5447183591542983
JVASP-152903,avg_dev local difference in SpaceGroupNumber,2.2736052769419324
JVASP-152903,avg_dev local difference in Column,1.941604489203777
JVASP-152903,avg_dev local difference in MeltingT,1.5678550641474946
JVASP-152903,0-norm,1.5555187301857107
JVASP-152903,compound possible,1.491237471689864
JVASP-152903,avg_dev local difference in MendeleevNumber,1.4258240405213107
JVASP-150025,avg_dev local difference in Electronegativity,3.3103769813405868
JVASP-150025,avg_dev local difference in NpValence,2.902882620918593
JVASP-150025,MagpieData mean Electronegativity,2.7668523039589044
JVASP-150025,avg_dev local difference in SpaceGroupNumber,2.572688113382351
JVASP-150025,avg_dev local difference in MeltingT,2.2522351087889874
JVASP-150025,avg_dev local difference in CovalentRadius,2.0231176038949354
JVASP-150025,avg_dev CN_VoronoiNN,1.772757911090681
JVASP-150025,10-norm,1.4375968032323403
JVASP-150025,avg_dev local difference in Column,1.4339918251735362
JVASP-150025,mean ordering parameter shell 1,1.4289345092712888
JVASP-19324,avg_dev local difference in Electronegativity,3.8934350599035246
JVASP-19324,avg_dev local difference in NpValence,2.9085549560797848
JVASP-19324,MagpieData mean Electronegativity,2.436305939513765
JVASP-19324,avg_dev local difference in SpaceGroupNumber,2.17822528029413
JVASP-19324,avg_dev local difference in Column,1.980886325030984
JVASP-19324,avg_dev local difference in CovalentRadius,1.7289624982830045
JVASP-19324,avg_dev CN_VoronoiNN,1.6380645791561315
JVASP-19324,MagpieData maximum AtomicWeight,1.297114929718316
JVASP-19324,MagpieData mode SpaceGroupNumber,1.210926706181677
JVASP-19324,MagpieData mode Column,1.1879020604663078
JVASP-99723,avg_dev local difference in GSvolume_pa,4.291916964596258
JVASP-99723,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-99723,MagpieData avg_dev GSvolume_pa,2.9644842335113832
JVASP-99723,minimum local difference in Electronegativity,2.9253751628250844
JVASP-99723,minimum local difference in CovalentRadius,2.4170417669032007
JVASP-99723,range local difference in NfValence,2.373067727452181
JVASP-99723,minimum local difference in Row,2.08254760945034
JVASP-99723,minimum local difference in NpValence,2.070542865136316
JVASP-99723,avg_dev local difference in Electronegativity,2.056920839278507
JVASP-99723,avg_dev local difference in CovalentRadius,2.0188277503985823
JVASP-14156,avg_dev local difference in Electronegativity,3.8383213511984837
JVASP-14156,avg_dev local difference in MendeleevNumber,2.4816869612579135
JVASP-14156,avg_dev local difference in NpValence,2.4029615751429065
JVASP-14156,avg_dev local difference in Column,2.1656478649556243
JVASP-14156,avg_dev local difference in CovalentRadius,1.9828927536865808
JVASP-14156,MagpieData mean Electronegativity,1.9650319149583193
JVASP-14156,avg_dev local difference in SpaceGroupNumber,1.855598583626235
JVASP-14156,minimum local difference in Electronegativity,1.7700165918520507
JVASP-14156,MagpieData range NdUnfilled,1.6179189371725158
JVASP-14156,MagpieData avg_dev Column,1.5044134143201597
JVASP-85948,MagpieData minimum GSbandgap,5.321007991696068
JVASP-85948,MagpieData avg_dev MeltingT,3.5976911620527887
JVASP-85948,MagpieData maximum CovalentRadius,3.055900267222917
JVASP-85948,MagpieData mean Electronegativity,2.9492770485463384
JVASP-85948,avg_dev local difference in MeltingT,2.7357553877532963
JVASP-85948,MagpieData minimum Column,2.694202165762905
JVASP-85948,MagpieData maximum MeltingT,2.2798170458858977
JVASP-85948,avg_dev CN_VoronoiNN,1.9217768195718443
JVASP-85948,MagpieData maximum AtomicWeight,1.9131153200552584
JVASP-85948,MagpieData mean Column,1.8199085536196487
JVASP-53161,avg_dev local difference in GSvolume_pa,4.882217667982545
JVASP-53161,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-53161,MagpieData avg_dev GSvolume_pa,2.973603973909002
JVASP-53161,avg_dev local difference in MendeleevNumber,2.893662701783717
JVASP-53161,avg_dev local difference in Column,2.5617040116469796
JVASP-53161,avg_dev local difference in SpaceGroupNumber,2.532585486698398
JVASP-53161,avg_dev local difference in Electronegativity,2.303430913663188
JVASP-53161,avg_dev local difference in CovalentRadius,2.2976546083674694
JVASP-53161,minimum local difference in GSvolume_pa,2.158248098230954
JVASP-53161,MagpieData maximum NValence,2.082110807234465
JVASP-25588,MagpieData mean Electronegativity,2.8686707660542172
JVASP-25588,avg_dev local difference in Electronegativity,2.834901331146995
JVASP-25588,avg_dev local difference in NpValence,2.8131140065382305
JVASP-25588,range local difference in NfValence,2.462049359890884
JVASP-25588,avg_dev local difference in SpaceGroupNumber,2.355691358816551
JVASP-25588,avg_dev local difference in AtomicWeight,1.5915516499948896
JVASP-25588,avg_dev local difference in CovalentRadius,1.5695278588010346
JVASP-25588,compound possible,1.491237471689864
JVASP-25588,MagpieData mean Column,1.4897823571412412
JVASP-25588,10-norm,1.4375968032323403
JVASP-138925,avg_dev local difference in GSvolume_pa,5.651162763112864
JVASP-138925,MagpieData avg_dev GSvolume_pa,3.7850367417870125
JVASP-138925,minimum local difference in NsUnfilled,3.285703204499094
JVASP-138925,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-138925,minimum local difference in CovalentRadius,2.8230091827927977
JVASP-138925,minimum local difference in Electronegativity,2.7262670268467235
JVASP-138925,minimum local difference in NpValence,2.7112997526420406
JVASP-138925,minimum local difference in SpaceGroupNumber,2.425663726382182
JVASP-138925,minimum local difference in Row,2.278567553370306
JVASP-138925,avg_dev local difference in MeltingT,2.243928887326982
JVASP-134514,MagpieData maximum SpaceGroupNumber,6.117639484469074
JVASP-134514,MagpieData minimum GSbandgap,5.321007991696068
JVASP-134514,MagpieData minimum Column,3.503412438418007
JVASP-134514,MagpieData mean Electronegativity,2.806731201612903
JVASP-134514,MagpieData minimum MendeleevNumber,2.3736236893104077
JVASP-134514,MagpieData maximum CovalentRadius,2.218878615393134
JVASP-134514,MagpieData mean Column,2.1133540616004556
JVASP-134514,MagpieData maximum MeltingT,2.0383662297378407
JVASP-134514,MagpieData avg_dev Column,1.9769108683024768
JVASP-134514,MagpieData range NdValence,1.6725222956445078
JVASP-120999,avg_dev neighbor distance variation,3.8830783835595652
JVASP-120999,mean neighbor distance variation,2.6985758144172585
JVASP-120999,avg_dev local difference in MendeleevNumber,2.693552549159667
JVASP-120999,minimum local difference in NsUnfilled,2.37161824910594
JVASP-120999,MagpieData avg_dev Column,2.200678270844687
JVASP-120999,avg_dev local difference in Electronegativity,2.1770563142559656
JVASP-120999,minimum local difference in Column,2.132510674515998
JVASP-120999,minimum local difference in GSbandgap,1.989168279192843
JVASP-120999,mean CN_VoronoiNN,1.9126711848245532
JVASP-120999,MagpieData maximum AtomicWeight,1.8447038685182644
JVASP-22989,avg_dev local difference in Electronegativity,4.058071941267458
JVASP-22989,avg_dev local difference in CovalentRadius,3.3914585731196074
JVASP-22989,avg_dev local difference in NpValence,2.5871676299632265
JVASP-22989,MagpieData mean Electronegativity,2.2515781582836984
JVASP-22989,MagpieData maximum GSvolume_pa,2.2265348762548696
JVASP-22989,avg_dev local difference in Column,2.212143155171925
JVASP-22989,avg_dev local difference in MendeleevNumber,1.8956635371904549
JVASP-22989,avg_dev local difference in AtomicWeight,1.893721878185361
JVASP-22989,avg_dev local difference in SpaceGroupNumber,1.8546841202755602
JVASP-22989,MagpieData range NdValence,1.6725222956445078
JVASP-134773,minimum local difference in Electronegativity,2.678946501283054
JVASP-134773,avg_dev local difference in NdValence,1.649917886197738
JVASP-134773,minimum local difference in CovalentRadius,1.6490966826514748
JVASP-134773,minimum local difference in NpValence,1.623731294676311
JVASP-134773,MagpieData mean Electronegativity,1.5323034510532418
JVASP-134773,avg_dev local difference in Column,1.4475476078884446
JVASP-134773,MagpieData minimum MendeleevNumber,1.4057461318258602
JVASP-134773,avg_dev local difference in CovalentRadius,1.272045539465371
JVASP-134773,minimum local difference in SpaceGroupNumber,1.2255489650278253
JVASP-134773,MagpieData mode SpaceGroupNumber,1.210926706181677
JVASP-20326,minimum local difference in Electronegativity,6.010028822966708
JVASP-20326,minimum local difference in Column,4.653290952462356
JVASP-20326,minimum local difference in NsUnfilled,4.459573535182307
JVASP-20326,minimum local difference in CovalentRadius,4.056387841187029
JVASP-20326,minimum local difference in NpValence,3.8799637576105424
JVASP-20326,minimum local difference in SpaceGroupNumber,3.458586564974648
JVASP-20326,mean ordering parameter shell 1,2.3766367604390943
JVASP-20326,MagpieData avg_dev Column,2.200678270844687
JVASP-20326,minimum local difference in GSvolume_pa,2.1406339554070217
JVASP-20326,maximum CN_VoronoiNN,1.9550174843776071
JVASP-138436,minimum local difference in Electronegativity,4.3499404348595725
JVASP-138436,minimum neighbor distance variation,4.261290784557549
JVASP-138436,minimum local difference in CovalentRadius,3.3100323489927317
JVASP-138436,minimum local difference in Column,3.0857079373462133
JVASP-138436,minimum local difference in NpValence,2.8322119400456325
JVASP-138436,mean neighbor distance variation,2.6906765770673045
JVASP-138436,minimum local difference in GSvolume_pa,2.5598443106899986
JVASP-138436,minimum local difference in SpaceGroupNumber,2.4581833066498397
JVASP-138436,maximum CN_VoronoiNN,2.0187714664671974
JVASP-138436,MagpieData avg_dev Column,1.9395789496479892
JVASP-46786,minimum local difference in Electronegativity,2.4175632273014003
JVASP-46786,MagpieData mode NdUnfilled,2.253588866847556
JVASP-46786,minimum local difference in NpValence,2.120588128301756
JVASP-46786,minimum local difference in SpaceGroupNumber,1.6768391259837745
JVASP-46786,minimum local difference in NdUnfilled,1.518713101781483
JVASP-46786,compound possible,1.491237471689864
JVASP-46786,MagpieData mean Electronegativity,1.4850305936518473
JVASP-46786,minimum local difference in MeltingT,1.42547322010285
JVASP-46786,MagpieData maximum GSvolume_pa,1.355420479152695
JVASP-46786,minimum local difference in CovalentRadius,1.3050527736139137
JVASP-116001,MagpieData minimum Column,2.4244654082112036
JVASP-116001,minimum local difference in Electronegativity,2.3402455180608452
JVASP-116001,minimum local difference in Row,2.2069946436570396
JVASP-116001,minimum local difference in NdValence,1.9992608900554723
JVASP-116001,MagpieData avg_dev Number,1.8697314395440052
JVASP-116001,MagpieData mean NpUnfilled,1.8055174787529633
JVASP-116001,MagpieData maximum NValence,1.799732211963139
JVASP-116001,MagpieData minimum MendeleevNumber,1.6767518479215335
JVASP-116001,MagpieData mean Electronegativity,1.5984854514151943
JVASP-116001,MagpieData minimum NpUnfilled,1.5958414081750656
JVASP-105675,minimum local difference in Electronegativity,2.6455838246357
JVASP-105675,range local difference in NfValence,2.4620493598908846
JVASP-105675,avg_dev local difference in MendeleevNumber,1.950181607474737
JVASP-105675,MagpieData mean Electronegativity,1.9080135761849442
JVASP-105675,avg_dev local difference in Electronegativity,1.7518392309157615
JVASP-105675,avg_dev local difference in NdValence,1.7300591791510909
JVASP-105675,MagpieData maximum NValence,1.658542914327476
JVASP-105675,avg_dev local difference in Column,1.589127890341731
JVASP-105675,minimum local difference in CovalentRadius,1.5764793373103434
JVASP-105675,0-norm,1.5555187301857107
JVASP-18985,MagpieData mean Electronegativity,3.3730357907906394
JVASP-18985,MagpieData minimum Column,3.2336756808663067
JVASP-18985,MagpieData maximum SpaceGroupNumber,2.588264356827797
JVASP-18985,10-norm,2.269062549382658
JVASP-18985,MagpieData minimum MendeleevNumber,2.2574783824122617
JVASP-18985,MagpieData mean Column,2.0714332747460547
JVASP-18985,MagpieData avg_dev Column,1.8490254864918492
JVASP-18985,avg_dev local difference in Electronegativity,1.6558994271959697
JVASP-18985,MagpieData minimum NpUnfilled,1.5958414081750656
JVASP-18985,compound possible,1.491237471689864
JVASP-118259,MagpieData mean Electronegativity,2.6411065032711925
JVASP-118259,MagpieData minimum Column,2.4244654082112036
JVASP-118259,MagpieData mean Column,1.7612194520234876
JVASP-118259,avg_dev local difference in NdValence,1.7338651908692266
JVASP-118259,MagpieData maximum MeltingT,1.7330753789402644
JVASP-118259,MagpieData minimum MendeleevNumber,1.6767518479215335
JVASP-118259,MagpieData minimum NpUnfilled,1.5958414081750656
JVASP-118259,MagpieData mean MeltingT,1.5156473714832155
JVASP-118259,avg_dev local difference in Electronegativity,1.4607847238319502
JVASP-118259,minimum local difference in GSbandgap,1.338182125795844
JVASP-112607,MagpieData mean Electronegativity,3.397895363354171
JVASP-112607,range local difference in NfValence,2.4620493598908846
JVASP-112607,avg_dev local difference in SpaceGroupNumber,2.052629372940436
JVASP-112607,MagpieData mean Column,1.9799697397909983
JVASP-112607,10-norm,1.966711355327618
JVASP-112607,avg_dev local difference in AtomicWeight,1.9480139434783352
JVASP-112607,MagpieData minimum Column,1.8849918931078022
JVASP-112607,avg_dev local difference in NValence,1.6448154457437139
JVASP-112607,avg_dev local difference in NdValence,1.6324699338075759
JVASP-112607,MagpieData maximum MendeleevNumber,1.6025910924994857
JVASP-116027,MagpieData mean Electronegativity,1.807213298710585
JVASP-116027,MagpieData avg_dev MeltingT,1.5082819763150264
JVASP-116027,MagpieData mode SpaceGroupNumber,1.210926706181677
JVASP-116027,avg_dev local difference in MeltingT,1.2102751650444492
JVASP-116027,MagpieData mode Column,1.1879020604663078
JVASP-116027,MagpieData maximum MeltingT,1.1835372911334179
JVASP-116027,minimum local difference in NpValence,1.0837357012461768
JVASP-116027,MagpieData maximum GSvolume_pa,1.0578304505159146
JVASP-116027,avg_dev local difference in NpUnfilled,1.042173527324013
JVASP-116027,MagpieData mode GSbandgap,0.9805814473561864
JVASP-26761,avg_dev local difference in Electronegativity,3.9483230696077802
JVASP-26761,avg_dev local difference in CovalentRadius,3.321349184590757
JVASP-26761,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-26761,avg_dev local difference in NpValence,2.5447061004156994
JVASP-26761,MagpieData mean Electronegativity,2.264669103410238
JVASP-26761,avg_dev local difference in Column,2.166947552565689
JVASP-26761,range local difference in NfValence,2.018074197355719
JVASP-26761,avg_dev local difference in SpaceGroupNumber,1.8176933322403581
JVASP-26761,avg_dev local difference in AtomicWeight,1.804269177336491
JVASP-26761,avg_dev local difference in GSvolume_pa,1.7754169904511854
JVASP-52260,minimum local difference in Electronegativity,3.202924852544637
JVASP-52260,minimum local difference in NsUnfilled,2.7778122548880737
JVASP-52260,minimum local difference in NpValence,2.2056613905972227
JVASP-52260,minimum local difference in SpaceGroupNumber,1.953590703019815
JVASP-52260,avg_dev local difference in Electronegativity,1.8736773732980128
JVASP-52260,MagpieData avg_dev Column,1.6997938587530623
JVASP-52260,avg_dev local difference in MendeleevNumber,1.6338576052835516
JVASP-52260,avg_dev neighbor distance variation,1.4705000752869466
JVASP-52260,MagpieData mean Electronegativity,1.4355759120626952
JVASP-52260,MagpieData mean AtomicWeight,1.2991146799442999
JVASP-112534,avg_dev local difference in GSvolume_pa,4.249116187435379
JVASP-112534,avg_dev local difference in Electronegativity,3.5331757830475183
JVASP-112534,MagpieData maximum GSvolume_pa,3.2342010394252028
JVASP-112534,avg_dev local difference in CovalentRadius,3.2067251000765458
JVASP-112534,MagpieData avg_dev GSvolume_pa,2.810851968714894
JVASP-112534,avg_dev local difference in NpValence,2.0542584824182573
JVASP-112534,avg_dev local difference in MendeleevNumber,2.0067768682940956
